event_id,sta_code,p_polarity,event_id2,origin_lat,origin_lon,origin_depth_km,sr_dist_km,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,source,horz_uncert_km,vert_uncert_km,station_lat,station_lon,station_depth_km,pol_agreement,mech_quality,pol_agreement_weighted
1,INGL.00.HHZ,0.01517,81906080,39.36424,-123.25189,6.902,42.538,91.4265,295.5092,1.9525,-0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.01517
1,RVIT.00.HHZ,-0.00057,81906080,39.36424,-123.25189,6.902,61.252,96.7364,349.7564,1.4164,-0.0,con_p,1.0,1.0,39.90629,-123.37859,-0.781,1,B,0.00057
1,GTC.--.EHZ,0.03551,81906526,39.36202,-123.25517,6.949,26.139,83.9099,279.1603,1.8452,-0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.03551
1,HBW.--.DPZ,4e-05,81906526,39.36202,-123.25517,6.949,64.8,97.5932,149.7702,0.7653,-0.0,con_p,1.0,1.0,38.85853,-122.87569,-0.985,0,B,0.0
1,KCPB.--.HHZ,0.00036,81906526,39.36202,-123.25517,6.949,45.738,92.4532,322.039,1.0034,0.0,con_p,1.0,1.0,39.68631,-123.58242,-1.261,0,B,0.0
1,GMR.01.EHZ,-0.02982,81906526,39.36202,-123.25517,6.949,31.338,86.984,215.7013,1.6098,0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,0.02982
1,GNR.01.EHZ,-0.00019,81906526,39.36202,-123.25517,6.949,37.267,89.5241,241.233,1.3524,-0.0,con_p,1.0,1.0,39.20074,-123.63514,-0.327,0,B,0.0
1,GNR.01.HNZ,0.00014,81906526,39.36202,-123.25517,6.949,37.267,89.5241,241.233,1.3524,-0.0,con_p,1.0,1.0,39.20074,-123.63514,-0.327,1,B,0.00014
1,GSN.01.EHZ,0.00104,81906526,39.36202,-123.25517,6.949,47.193,92.9619,173.4392,0.9217,-0.0,con_p,1.0,1.0,38.9404,-123.19245,-0.849,0,B,0.0
1,GWR.01.EHZ,-0.02476,81906526,39.36202,-123.25517,6.949,17.82,76.7422,192.8022,2.5708,0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.02476
1,BARR.00.HHZ,0.01676,81906526,39.36202,-123.25517,6.949,8.07,55.3787,142.0787,3.6262,-0.0,con_p,1.0,1.0,39.30477,-123.19748,-0.264,1,B,0.01676
1,DCMP.00.HHZ,-0.00723,81906526,39.36202,-123.25517,6.949,13.84,70.9029,329.2407,3.0671,-0.0,con_p,1.0,1.0,39.46897,-123.3375,-0.448,1,B,0.00723
1,GHGB.01.EHZ,-0.0013,81906526,39.36202,-123.25517,6.949,45.364,92.3147,125.0998,1.0211,-0.0,con_p,1.0,1.0,39.12745,-122.82347,-0.858,0,B,0.0
1,HOPS.00.HHZ,-0.00422,81906526,39.36202,-123.25517,6.949,43.892,91.7763,159.0154,1.0884,-0.0,con_p,1.0,1.0,38.99349,-123.07234,-0.299,1,B,0.00422
1,INGL.00.HHZ,0.02485,81906526,39.36202,-123.25517,6.949,42.392,91.3137,295.9744,1.1257,0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.02485
