event_id,strike,dip,rake,quality,fault_plane_uncertainty,aux_plane_uncertainty,num_p_pol,num_sp_ratios,polarity_misfit,prob_mech,sta_distribution_ratio,sp_misfit,mult_solution_flag
1,318.4265,64.6409,176.158,B,26.5303,29.1451,2995,0,10.8,74.0,2937.3,0.0,False
2,347.8773,89.5501,174.4,B,20.2015,31.6631,4168,0,13.2,75.8,2437.2,0.0,False
